account_email,title,employment_type,company_name,location,start_date,end_date,currently_working,description
vinjamvamsi1992@gmail.com,Lead Devops Engineer,FTE,Wipro,Vijaywada,01/09/2021,08/04/2023,TRUE,"• Working on infrastructure automation like F5 load balancer configuration automation SAN Provisioning automation Software deployment automation.
• ESXi Hyper-V Host OS and VM build automation using various tools like SCORCH SCVMM SCCM MDT PowerShell vSphere Auto Deploy and implementing similar automation on Azure platform.
• Developing Server lockdown and achieving desired state using automation with help of PowerShell Desired State Configuration and Puppet.
• Creation and implementation of highly available services using automatic scaling model and application sets in SCVMM and Azure. This includes web deployment Database server provisioning automation using PowerShell.
• Working with Microsoft consultant as primary contact for client’s System Center 2016 and Server 2016 Technology Adoption Program and Rapid Deployment Program.
• Have developed framework for year 2016- 2017 to implement these technologies. Completed working on automation scripts to action this framework.
• Worked on project to get Windows Server Nano 2016 as Hyper-V 2012 R2 host replacement to reduce security footprint."
vinjamvamsi1992@gmail.com,Senior Microsoft Infrastructure Engineer,FTE,Deltacubes Technologies,,01/04/2015,01/12/2015,FALSE,Working with Achilles client on site providing datacenter support. Primary responsibility includes maintaining 240 physical server 8 SAN devices Cisco SonicWALL and Palo Alto network devices. Working as primary for project on infrastructure designing and on-site implementation. Creating support structure and processes for offshore team handling escalations. Providing on call and on-site assistance along with final line support on technology like Active directory Exchange SQL Servers vSphere and various in-house hosted applications.
vsantosh.v488@gmail.com,Lead Devops Engineer,FTE,Dzaro Solutions,Pune,01/06/2021,08/04/2023,TRUE,"• Worked as Lead for Network and DevOps team on CI/CD automation devops toolkit management GCP and AWS related infrastructure management and automation on cloud native technologies as requested by business.
• This involves working with various project teams helping them in their development efforts with automation of CI/CD pipeline Creating and implementing Environment Scaling and collaborating towards continuous deployments/testing to various stages of development to Production. At NCR the goal is to archive Infrastructure as Code.
• Contributed a lot in source control for our various project that include scripting various auto deployment config management using terraform / CloudFormation Ansible Kubernetes Github Jenkins file-based pipeline and services deployment to server or containers using Octopus and harness in various environment.
• Created monitoring and performance measurement using various monitoring tools such as Datadog Site24x7 ELK Splunk PagerDuty so operations team can be alerted for any issue before having customer impact."
vsantosh.v488@gmail.com,Senior DevOps Engineer At,FTE,NCR Corporation India Pvt Ltd,,10/10/2021,01/01/2021,FALSE,"• Worked as Lead for Network and DevOps team on CI/CD automation devops toolkit management GCP and AWS related infrastructure management and automation on cloud native technologies as requested by business.
• This involves working with various project teams helping them in their development efforts with automation of CI/CD pipeline Creating and implementing Environment Scaling and collaborating towards continuous deployments/testing to various stages of development to Production. At NCR the goal is to archive Infrastructure as Code.
• Contributed a lot in source control for our various project that include scripting various auto deployment config management using terraform / CloudFormation Ansible Kubernetes Github Jenkins file-based pipeline and services deployment to server or containers using Octopus and harness in various environment.
• Created monitoring and performance measurement using various monitoring tools such as Datadog Site24x7 ELK Splunk PagerDuty so operations team can be alerted for any issue before having customer impact."
vsantosh.v488@gmail.com,Sr. Network Security Engineer & Tech,FTE,LeadSchweickert Ind Pvt Ltd,,05/05/2016,08/08/2018,FALSE,"• Providing Network & Security support for the Cloud & Managed Hosting.
• Solutions  to  Client which is hosted globally across multiple data centres consisting security devices like ASA(8.4 and above ) & Checkpoint(NGX  R77) BIGIP F5 LTM &  GTM(11.x) ASR Routers(290039007200)for WAN connectivity between multiple data centres. • Nexus(5k&7k)Multilayer/Modular switches(45006500) & Arista switches in core and distribution layers of global Data centers configured with DMVPNGRE and SITE-to-SITE VPNS.
• Proactivily monitoring and rectifying issues related to various network devices  using monitoring and SIEM tools like Spectrum solar winds & Splunk Implementing Service Requests (Change management) and troubleshooting incidents (Incident management) on standalone & multi-context environments involving routing (BGPOSPF) switching (Cisco and Arista) & load balancing (F5) and associated WAF policies ."
vsantosh.v488@gmail.com,Senior Network Infrastructure Engineer,FTE,Dimension Data Cloud Business Solutions,,09/09/2014,12/12/2018,FALSE,"• Provided Level 3 Network & Security support for the Cloud.
• Managed hosting solutions to Dimension Data global customers who are hosted in Public Private and Managed private cloud infrastructure and consists of devices like ASA (8.4 and above ) Application control engine ACE (5.x) BIGIP F5 LTM (11.x) DC-DC WAN optimization (Riverbed Steelhead) ASR Routers (290039007200) for providing private connection to client infrastructure and Nexus (5k    &7k) Multilayer/Modular switches (45006500) in core and distribution layers of global Data centers configured on DMVPN VPC VSS& SSL vpns.
• Proactivily monitoring and rectifying issues related to various network devices cloud using monitoring tools like nimsoft solar winds & Splunk Implementing changes (Change management) and troubleshooting incidents (Incident management) on standalone & multi-context environments involving routing (BGP OSPF) switching and load balancing. Also acting as Tech Lead in handling escalations and providing oncall support from level-1 and level-2 teams."
vsantosh.v488@gmail.com,Security Specialist,FTE,Vodafone Global Services,,08/08/2010,04/04/2014,FALSE,"• Configuration & management of around 2500 + Security Devices which includes   Checkpoint (Provider -1 R71 & R77 product ) Cisco PIX (OS 6.x  7.x) Nokia Firewalls (IPSO products) FWSM blades Nortel Contivity Cisco IDS Cisco VPN Concentrator F5 BigIP LTMGTM Content & URL filtering changes on Esafe in a multi-client environment .Web proxies like Bluecoat and squid.
• Active member of the Intrusion Response (IR) team which provides Intrusion detection & response to several C&W customers. This is done using SIEM devices like ArcSight which gets feed from IDS / IPS & other network devices which is then correlated & alerted this is done following the standard IR processes.
• Also an active member of DDOS Monitoring and Mitigation Team of Vodafone India which is responsible for monitoring and preventing  the DDOS attacks (Proactive & Reactive) for the customers with the help of Cisco Gaurds Cisco Detectors and Arbor Peakflow SP/TMS."
kaleemullah.7777@gmail.com,Senior Software Engineer,FTE,Redbytes Software Pvt. Ltd.,Pune,05/05/2021,08/04/2023,TRUE,"• This Project is designed and develop in ASP.NET(MVC) C#.NET. Database used in this project is SQL SERVER 2016 .
• The main purpose of this project to maintain document on server or cloud if document requires approval then we have approval and
reviewers on the same document. If approver approves the document its comes to effect.
• Worked on issue document reconcile archive destroy document and controlled print.
• Issue document person need print of document number of pages page from page to. If issue documment has approval on it then it goes for approval. Then approver approves it then person can take print of document.
• Issue document has association like ar number batch number etc.
• While print document overlays print on it like issue copy and association.
• Archival document is when person need document to archive for particular date from date to date.
• Finally destroy the document if the user cannot destroy the issue document and Print it."
kaleemullah.7777@gmail.com,Senior Software Engineer,FTE,JMK Infosoft Solution Ltd,,04/04/2018,03/03/2021,FALSE,"• Designed and developed in ASP.NET (MVC) C#.NET and Database used is firebase (Realtime database).
• The main purpose of this project gets event information from all booths of Aurangabad district.
• Event like officer arrive on booth Polling start Count of male female other etc. Officer enter data into event step by step.
• Report generation collector and divisional commissioner check each event report district wise and taluka wise.
• The main thing in this project I have used firebase(Realtime database) because of number of hits on website event is on same
time for all booths all officer at same time hits on website.
• Used firebase (Realtime database) inserted Json data using http post got information using Json and displayed reports on admin dashboard using C#.
• Generated APK for android app used webview and shared our website link with officers to help them download apk from google
play store.
"
kaleemullah.7777@gmail.com,Software Engineer,FTE,Misbah Soft Solution,,04/04/2014,04/04/2018,FALSE,"• Designed and developed the application in ASP.NET C#.NET and SQL SERVER 2012 to manage activities of a School such as student
attendance exam fees teacher/employee attendance identity card printing generate reports.
• Admin can create users and assign roles students can see homework given by teacher exam results etc using student login also parent can see their children result homework.
• Send emails notifications and sms according to needs of school etc.
• Project team of 3 members.
• Design database write stored procedure views and Query."
selvakqa@gmail.com,Lead SDET Engineer,FTE,Dzaro Solutions,Theni,01/10/2021,08/04/2023,TRUE,"• Developing new Test Automation framework using Selenium and  C#.
• Fixing the failing tests developed in the Protractor framework and sharing the status with the leads.
• Creating documentation and architecture for the new automation framework and getting it reviewed by the QA Architect.
• Providing technical solutions to issues faced by the sub teams.
• Contributing to the continuous improvement of the QA process.
• Helping and mentoring fellow Test Engineers within the Automation domain."
selvakqa@gmail.com,Lead SDET Engineer,FTE,Sureify,,08/08/2020,09/09/2021,FALSE,"• Adding tests to existing Test Automation framework working alongside fellow Test Engineers to ensure that just the right tests are automated.
• Evaluating tools and processes to help maintain and improve the automation tests and frameworks to ensure time spent doing manual regression is kept to a minimum.
• Working closely with a team of developers to cover the testing needs of new features and enhancements.
• Creating documentation and reports for test results and defect trends; analyzing data and making recommendations to management."
selvakqa@gmail.com,Automation Test Engineer,FTE,Cognizant Technology Solutions,,10/10/2014,08/08/2020,FALSE,"• Designed and developed automation framework for API testing using Rest Assured and Java.
• Developed automation framework using AutoIt and C# to test Mainframe and windows applications.
• Updated existing Selenium C# framework to integrate with qTest and added screenshots feature in HTML reporting.
• Developed regression and functional test cases and integrated automation frameworks with qTest for automated execution.
• Evaluate selects tools and methodologies for projects; Conduct Proof of Concept for new tools.
• Mentored and led efforts on automation framework development and test suite preparation.
• Involved in developing BDD Framework for API Automation from Scratch.
• Developed multiple automation tools to reduce the manual effort spent on repetitive tasks.
• Understanding test requirements and analyzing the Application under Test in terms of objectidentification.
• Design and develop Test automation Scripts using UFT and Selenium.
• Actively contributed to the tech strategy with insights on test automation and software quality.
• Responsible for test automation and regression test suite preparation using UFT and Selenium.


"
ngautamsdet@gmail.com,Lead QA Engineer,FTE,Dzaro Solutions,Noida,01/12/2021,08/04/2023,TRUE,● Team building training and handling internal project
ngautamsdet@gmail.com,Senior Test Engineer,FTE,NTT Data,,07/07/2019,11/11/2021,FALSE,"TRS - Always on the leading edge of Automotive technology BMW is constantly introducing innovation that change the way it deliver services to end customer. One such innovation is TeleServices.
TeleService uses the sensor technology of onboard computers to notify the customer’s preferred BMW service center when their vehicle requires routine services. There are different types of transactions created in TeleServices with which any center will lead on a routine basis on the automatic service request and the manual service requests."
ngautamsdet@gmail.com,Software Engineer,FTE,Centurylink Technologies,,10/10/2016,07/07/2019,FALSE,Salesforce (CPQ) - The quoting platform used to configure price and quote products and services for BSG and CTS groups. It ensures quick and smooth products on-boarding for business teams Provides a robust pre-qualification framework that arms the sales user with meaningful information to proceed with doing business with a given set of locations provides a strong suite of services for various CPQ processes and tools to uniformly access consistent data.
ngautamsdet@gmail.com,Software Test Engineer,FTE,Nerdapplabs Private Limited,,04/04/2015,10/10/2016,FALSE,"Sugar is a web based business application which delivers the best all around value of any CRM. Designed with the individual in mind Sugar offers the most innovative and intuitive user experience on the market – SugarUX. With Sugar UX’s Modern and immersive interface every customer-facing employee can effectively engage with customers every time thanks to a consistence Sugar experience regardless of your access point or device. Embedded collaboration tools help break down departmental silos and increase engagement and service levels. And best of all Sugar provides contextual intelligence from internal and external data sources - all within a single dashboard to drive more actionable insights for every user.
With Sugar the innovative user experience is not limited to out of the box features. The power of SugarCRM Mobile enables user to create highly intuitive customer mobile experience-from anywhere."
ngautamsdet@gmail.com,Quality Engineer,FTE,iAvatarZ Digital India as Quality Engineer,,09/09/2013,03/03/2015,FALSE,Vulcan Express Private Limited is a logistics firm that offers end-to- end logistics and supply chain solutions for retail companies with greater focus on highly dynamic and rapidly growing ecommerce industry in India. It offers a range of services including Pickup Consolidation and Fulfilment Operations Warehousing Solutions Intercity Movement and Last Mile Delivery services.
chirag.ali47@gmail.com,Senior QA Engineer,FTE,Calidad,Mumbai,01/06/2021,08/04/2023,TRUE,"● Creating and maintaining test scripts using Selenium Web driver.
● Worked on BDD cucumber framework in Java.
● Integrated the result with QMetry Test management tool.
● Developing BDD scripts with Cucumber in Selenium WebDriver.
● Maintained the Selenium & JAVA automation code in Git Repository.
● Involved in all the scrum related functions.
● Managing the code on git repository."
chirag.ali47@gmail.com,SDET II,FTE,S&P Global,,07/07/2019,06/06/2021,FALSE,"Creating and maintaining test scripts using Selenium Webdriver.
● Responsible for planning process evaluation design development and maintenance of test scripts using the framework and nhancements against newly added requirements.
● Designing scenarios on the basis of shift left approach with API using Python.
● Automating Rest Assured APIs using python.
● Creating the BVT cases of APIs using python framework.
● Involved in all the scrum related functions.
● Managing the code on git repository.
● Working on VSTS for project management."
chirag.ali47@gmail.com,Automation Tester,FTE,KiwiQA Services,,08/08/2018,06/06/2019,FALSE,"Handling the team of Size 3.
● Preparing the Automation Test Plan based on the requirement.
● Setting up an automation framework as per client requirements.
● Enhancing the framework for reusability.
● Configuring Maven and TestNG for Java automation projects.
● Performance testing using JMeter.
● Preparing the Test Automation script for the test case provided by the clients.
● Automating Web Application Testing using Selenium.
● Updating the status of the automation script in the confluence page.
● Executing Selenium Test Cases and reporting defects.
● Reporting the bug in Jira if encountered any.
● Configuring the Jenkins for scheduling the script and auto email update.
● Committing the code in the bitbucket git repository.
● Participating in the weekly status review meetings with stakeholders to discuss the upcoming work schedules and status."
chirag.ali47@gmail.com,Senior Software Tester,FTE,Accelya Kale Solutions,,05/05/2015,08/08/2018,FALSE,"Working on airline domain for revenue accounting products used for revenue assessment by various airlines.
● Requirement Analysis by understanding the functionality through requirement specification and business flows provided by the Client.
● Worked in a highly dynamic AGILE environment and participated in scrum and sprint meetings
● Working on change requests made by clients using Agile methodology.
● Involvement in Preparation of Test Scenarios Test Cases and Test Data.
● Involvement in Test Execution Results Analysing and Defect Reporting.
● Performed Re-testing and Regression testing after issue/defect is resolved.
● Regression testing performed on every new build of the application.
● Automating Web Application Testing using Selenium WebDriver.
● Implemented automation using Selenium WebDriver JAVA
● Well versed with Handling Elements in Selenium WebDriver.
● Writing Test cases using Element locators WebDriver methods Java programming features.
● Executing Selenium Test Cases and reporting defects.
● Writing SQL queries for test data."
chirag.ali47@gmail.com,Jr. System Admin,FTE,Blue Star InfoTech,,04/04/2013,11/11/2014,FALSE,"●        Installing and Troubleshooting Windows OS.
●        Monitoring and Running daily Data backup.
●        Troubleshooting and Monitoring LAN.
●        Installing and Working on active directory.
●        Creation of New user account.
●        Uploading Data on FTP Server.
●        Maintaining the database of all the IT assets used in organization."
samay.thakkar@outlook.com,QA Consultant,FTE,Calidad Infotech,Ahmedabad,01/02/2021,08/04/2023,TRUE,"● Creating test stergies for organizations with a goal to increase the quality of processes and product.
● Creating test automation framework tailored as per application requirements.
● Creating automation suites on Java over Selenium using TestNg Cucumber and Junit.
● Creating automation suites on Python over Selenium using Pyest Pytest-bdd and Robot Framework.
● Creating automation suites on Javascript and Typescript over WebdriverIO Cypress and Protractor."
samay.thakkar@outlook.com,Senior Software Development,FTE,S&P Global,,07/07/2019,02/02/2021,FALSE,"● Automating API  UI and DB test cases using Python.
● Creating BDD test cases
● Creating maintaining and taking ownership of the repository.
● Code Reviews"
samay.thakkar@outlook.com,Senior Associate QA,FTE,Sapient,,03/03/2018,04/04/2019,FALSE,"● Automating Test cases using Selenium -Java
● Migrating legacy test suite from UFT to Selenium
● Maintaining test scripts as per changes.
● GIT Integration."
samay.thakkar@outlook.com,QA Engineer,FTE,Hughes Systique,,12/12/2017,03/03/2018,FALSE," Creation execution and Review of test cases.
● Testing of web services using JMeter postman."
samay.thakkar@outlook.com,QA Engineer,FTE,Eco-Mail Development India,,05/05/2016,12/12/2017,FALSE,"Designing Architecture and Automation of Test Cases using Selenium and TestNG.
● Data Driven and Object Repository Implementation using Apache POI.
● Advanced XSLT reporting using Saxon Jason.
● Creation Modification and Review of Test Cases."
samay.thakkar@outlook.com,Software Engineer,FTE,On Demand Agility Solutions,,11/11/2013,01/01/2016,FALSE,"● Creation Execution and Review of Test cases according to the project requirements.
● Analyzed and created Automation test scripts using Selenium TestNG.
● Performed Load testing using JMeter and Visual Studio Ultimate.
● Created Mobile automation test scripts using Appium.
● Web Service testing using SOAPUI.
● Analyzed and interpreted test data and prepared technical reports.
● Implemented quality assurance testing methodologies and controls."
panduranggpailvan@gmail.com,Senior Software Engineer,FTE,Dreamz Software Solutions Pvt Ltd,Pune,01/12/2021,08/04/2023,TRUE,"● Manage creation
● Manage storage
● Manage retrieval
● Manage control security and distribution
● OCR capture""                "
panduranggpailvan@gmail.com,Software Developer,FTE,Wolters Kluwer Perpetuuiti Technosoft,,04/04/2019,11/11/2021,FALSE,"Integration of Incident management tool i.e.Gemini.
● Integration with Azure DevOps.
● Used Hangfire as Message queue service.
● Used Apache solr (search engine) for project for fast retrieval of data.
● Used Web Api to expose rest Api endpoints to other teams.
● Worked windows services.
● Used power shell for build deployment automation.
● Used content management system i.e Vasont. "
panduranggpailvan@gmail.com,Software Developer,FTE,Perpetuuiti Technosoft,,07/07/2014,3/3/2019,FALSE,"● Integration of Incident management tool i.e. BMC remedy Service Now Service Desk plus.
● Integration of AI (NLP and Machine Learning) with this product.
● Successful implementation of the project at Smart Dubai Government DUBAI (UAE).
● Used Web Api in the project.
● UI and windows services.
● Used power shell and SSH for automation. "
gopalakrishnan.chakkaravarthy@hotmail.com,Lead Software Engineer,FTE,Deltacubes Technologies Pvt Ltd,Tuticorin,01/07/2018,08/04/2023,TRUE,Product Lifecycle Management connects your people to work collaboratively and centralizes and improves the management of all your product data. It streamlines the process steps you employ to create manufacture and support your products — from the earliest glimmer of a concept through to retirement.
gopalakrishnan.chakkaravarthy@hotmail.com,Technical Leader,FTE,BNY Mellon Technology Pvt Ltd,,09/04/2014,06/05/2018,FALSE,Hedge Mark is a specialist in the structuring oversight and risk monitoring of hedge fund investments. Hedge Mark risk view is the platform where the investor can view the risk and return reports of the investments by fund/portfolio over different stats. This application allows user to customize the layout of the view in dynamic manner with lot of flexibility and they can drag and drop the views and save changes to load next time for better user experience.
gopalakrishnan.chakkaravarthy@hotmail.com,Senior Software Engineer,FTE,Technosoft Global Services Pvt Ltd,,03/03/2012,08/08/2014,FALSE,Summit health highest rated provider of on-site wellness programs for health screenings immunizations coaching and educational seminars. We have developed a system called APEX where the PHI information is processed to and from LAB and other screening locations. As a developer working on APEX system taking roles to handle the following modules of subcontractors Agency Program Management Onsite Data Entry RTDC and all mobile applications. Taking care of UI design for change request and engaged in production support to the client whenever required.
gopalakrishnan.chakkaravarthy@hotmail.com,Senior Programmer,FTE,InterPro Global Services Pvt Ltd,,01/01/2011,12/12/2011,FALSE,This system provides the functionality to make full and final settlement process of exited employee in an organization as automation. The exited employee can view their status and collect letters and other information by login into the system. Full and final settlement process of the system includes retirals gratuity superannuation provident fund PF pension F&F statement and downloading letters.
shubhams930215@gmail.com,Sr. Software Engineer,FTE,Tech Q Ware Technologies Pvt Ltd,,05/04/2015,08/04/2023,TRUE,"Developed a web application from scratch for managing communication in case of emergency events or disasters for the USA market which was developed using .NET framework(MVC and Web Api) and Jquery MVC using Entity Framework.

Developing a web application with key role of automated staffing /hiring for the Australian market. It was developed using the .NET framework (Web Api and MVC5) and Entity Framework and JQuery for the front end.

Developing a web application which has key role of handling payments and commissions for European countries customers. It was developed using .NET framework (MVC5 and Web Api) using Entity Framework and JQuery for front end."
jagriti.magento@gmail.com,SEO Specialist,FTE,Go Ads India Pvt. Ltd.,,12/05/2016,07/05/2020,FALSE,FabFashionz.com is a Luxury Online brand for Saris and an Indian ethnic wear brand in Handwoven pure silk saris from the roots of India with ethical business practice for over 45 years now. India has a centuries-old art and craft heritage that includes rich textile weaving traditions as well as surface pattern and embellishment techniques in handloom sarees. They impart a unique look and feel to fabric lengths and Indian handloom traditions involve working intricate designs onto fabric with delicate cotton silk silver and gold metal thread. It was embellished with sequins and precious stones and favored by royalty to evoke a sense of luxury and opulence.
jagriti.magento@gmail.com,Magento Developer,FTE,Bluethink It Consulting Pvt. Ltd.,,08/05/2020,08/04/2023,TRUE,Camden Tools we pride ourselves on offering a huge selection of over 11000 products including all of the top brands from both the UK and further afield. Plus our experienced customer service team is just a click away if you need any help advice or information. Here at Camden Tools we pride ourselves on offering a huge selection of over 11000 products including all of the top brands from both the UK and further afield. Plus our experienced customer service team is just a click away if you need any help advice or information. We offer free UK shipping on all orders as well as fast dispatch and options for express shipping for those time-sensitive projects and we also deliver all over the world.
rajesh9205k@gmail.com,Project Management & BI,FTE,VBHC Value Homes Private Ltd Bangalore,,06/06/2013,05/05/2016,FALSE,"Business intelligence to management by integrating all data sources in the organization including ERP CRM MS Project and Excel sheets on Microsoft PowerBI.
● Developing financial models for business plans Pricing strategy cash flow projections scenario analysis IRR PBT and realizations.
● Responsible for project feasibility studies market research for product demand sales velocity and price points and coordinating with the design team for concept plan development.
● Competitor analysis by studying catchment areas to find out major players available products price trends sales history and inventory depletion."
rajesh9205k@gmail.com,Co-Founder,FTE,Viscous Cubes Pvt Ltd Bangalore,,06/06/2016,10/05/2020,FALSE,"
● Implementing reporting and data analytics solutions for clients
● Developed data models on Power BI Tableau and QlikView to create reports and dashboards to provide real-time insight for Real Estate companies Construction Private Equity firms and Housing Finance companies.
● Implementation driving adoption training and support for ClickInsight a PowerBI-embedded web application.
● Regular meetings with clients to understand requirements and update reports and dashboards accordingly. "
rajesh9205k@gmail.com,Data Modeller,FTE,Final99 Systems Pvt Ltd.,,11/06/2020,08/04/2023,TRUE,"
● Construction monitoring and loan disbursement SAAS product for housing finance companies and Banks
● Data Modelling and reporting on power bi and embedding of the reports in the SaaS platfrom for end clients
● Maintenance of powerBI data model and reports periodic updates in the model as per changes in the database due to new product features and putting together various reports on a need basis. "
vaibhavbangar28@gmail.com,Software Engineer,FTE,Diverse Lynx India Pvt Ltd,,09/09/2022,08/04/2023,TRUE,"Creates Accounting of different transaction.
• Money market and Foreign exchange data currency are processed in our bank.
• Create debit and credit entries of transaction.
• Creates multicurrency accounting.
• Generates the FSI number as per the rule.
• Sends general ledger to higher aothority."
vaibhavbangar28@gmail.com,Software Engineer,FTE,Codeft Technologies Pvt Ltd,,09/09/2020,09/09/2022,FALSE,Banking is the business of protecting money for others. Banks lend this money generating interest that creates profits for the bank and its customers. A bank is a financial institution licensed to accept deposits and make loans. But they may also perform other financial services.
vaibhavbangar28@gmail.com,Software Engineer,FTE,Avirat Infotech,,02/02/2017,08/08/2020,FALSE,Maha E-Supply is a online ration supply application. In this application there are 3 modules. Super Admin Admin and User.
samay.thakkar@outlook.com,Senior QA,FTE,Calidad Infotech,,02/02/2021,08/04/2023,TRUE,"
Restaurant management mobile application for Order confirmation Table reservation Check creation Payment verification on Stripe and Application’s integration with Point Of Sale and Property Management System like cloudbed and oracle.
Worked on End to End ETL testing of different integration from data collection transformation and globalization."
samay.thakkar@outlook.com,Senior Software Development in Test,FTE,S&P Global,,07/07/2019,01/02/2021,FALSE,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan New York City. Its primary areas of business are financial information and analytics.
Batchservice/Batchleads is ultimate all-in-one prospecting platform. The platform enables real estate investors agents and brokers along with home services and mortgage professions to find more prospects close more deals and maximize revenue."
samay.thakkar@outlook.com,Senior Associate QA,FTE,Sapient,,03/03/2018,04/04/2019,FALSE,"We are among the leaders of mobility solutions providers and cater to over two billion platform users globally. Our technology products enable our customers to increase revenue operate profitably and make a difference.

Levi Strauss Co. is an American clothing company known worldwide for its Levis brand of denim jeans. It was founded in May 1853 when German-Jewish immigrant Levi Strauss moved from Buttenheim Bavaria to San Francisco California to open a West Coast branch of his brothers New York dry goods business"
samay.thakkar@outlook.com,QA Engineer,FTE,Hughes Systique Pvt. Ltd,,12/12/2017,03/01/2018,FALSE,"
Building a model in the finance domain and to predict whether a customer would be interested in Vehicle Insurance is extremely helpful for the company because it can then accordingly plan its communication strategy to reach out to those customers and optimize its business model and revenue. Extracting the meaningful pattern from data to get the key outcomes.

Built to align State Transportation Agencies Industry Partners and Federal Aid Program requirements."
samay.thakkar@outlook.com,QA Engineer,FTE,Eco-Mail Development India Pvt.,,05/05/2016,12/01/2017,FALSE,"Openwage gives employees immediate access to their earnings. Employees love this financial wellbeing benefit. Zero cost to your company.


Mybox a Hero Electronics venture is a Govt. Recognized Research and Development House launched with a mission of becoming India’s leading Digital Electronics brand across the globe with products in Set-Top-Box and Internet of Things (IoT) space."
samay.thakkar@outlook.com,Software Engineer,FTE,On Demand Agility Solutions Pvt. Ltd,,11/3/2013,01/01/2016,FALSE,A cloud based online software that provides Intuitive and comprehensive solutions integrated with impeccable management of employees payroll processing in real-time.
setiya.hitesh@gmail.com,Software Engineer,FTE,DreamOrbit Softech Pvt Ltd,,07/07/2021,08/04/2023,TRUE,"
This is Logistics Application our role is Add new features and resolve the production Bugs. This product divided into multiple part. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing. Used Postman to test API workflow tested on JSON files. Followed Test Driven Development (TDD).


This is common Logistics Application work multiple clients This application architecture divided into multiple layers like Admin manger Service. This is monolithic architecture follow mvc pattern we use Spring MVC with JSP Our role is to add new features and resolve bugs.


TU ( TransUnionHK Wrapper) will be responsible for consuming Transunion APIs response of APIS we convert to Transunion Atlas Environment Perform logical operations based on requirements And make TransUnionHK Wrapper Rest APIs. TransUnionHK Mobile Application is responsible to consume TU HK Wrapper APIs
"
setiya.hitesh@gmail.com,Full Stack Java Developer,FTE,Dogra Technologies Pvt Ltd,,12/12/2020,06/06/2021,FALSE,"BIS ( Billing Integration system) will be responsible for calling discounts and calculating same on the subscription products in killBill system. However these discounts calculation will be done on BIS side using third party billing software (in this case its KillBill ). Working and good understanding kill bill api using killbill client like account subscription invoices and catalog plugin discounting engine. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing.
"
setiya.hitesh@gmail.com,Junior Java Developer,FTE,Etasens Technology,,01/05/2020,12/06/2020,FALSE,"
Digital menus have allowed operators to take control of pricing. Beautiful graphics are used to showcase the fresh ingredients that consumers want. The latest generation of digital menus gives restaurant operators more control. With the use of our Digital Menu Controller software they can easily and instantly update menu prices. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing."
tejas.p@goldeneagle.ai,Associate Data Engineer,FTE,Golden Eagle IT Technologies Pvt Ltd.,,03/03/2017,08/04/2023,TRUE,"
It is a degeneration of the knee’s articular cartilage. Knee osteoarthritis is by far the most common type of arthritis to cause knee pain and often referred to as simply knee arthritis. Building a Model to detect the grade of knee by providing x-ray image. It will help organizations which type of treatment we need to provide patients.


Building a model in the Healthcare domain and to predict whether the diagnosed prostate cancer patient will survive or not. It will help an organization for those patients who won't survive so that they can try to give the best treatment and save their patients life.


Building a model in the finance domain and to predict whether a customer would be interested in Vehicle Insurance is extremely helpful for the company because it can then accordingly plan its communication strategy to reach out to those customers and optimize its business model and revenue. Extracting the meaningful pattern from data to get the key outcomes."
vidish1@gmail.com,Sr. Solution Architect & Tech Lead,FTE,QuanticEdge Software Solutions LLP,,01/05/2017,08/04/2023,TRUE,"
It is an E-Commerce website which let you create the clones of all the WebApp or Applications. Client needs to share the details what he wanted only. Admin panel is there to track orders of customer and manage orders and have functionality to order on behalf of customers. We have additional security key other that login for doctor so if anyone knows user’s credentialsthen he/she cannot order on behalf on doctor.


This is the web app that is used to get custom reviews as per client’s needs. Admin can change all the features data dynamically.


• This is a Denmark-based client’s project. They have 12 Woo shops & idea behind creating this Codeigniter portal is to store all the Woocommerce store’s data in one place.
• So their staff members can access this portal pack it & deliver it to their customers.
• We have used different payment gateway APIs Vipps PayPal Epay & Klarna. For Delivery we have used Webshipper & Unifaun Apis.

 Rothco is America’s foremost wholesale supplier of military tactical and outdoor products.
• They carry an extensive line of apparel and gear available for domestic and overseas sale to re-sellers of all types: retail wholesale military police security outdoor productspublic safety tactical screen printers uniform dealers fashion retailers sportswear and apparel shops.

Pabau CRM is a fully featured Medical Practice Management Software designed to serve SMEs Agencies. • Pabau CRM provides end-to-end solutions designed for Web App. • This online Medical Practice Management system offers E-Prescribing Multi-Physician Patient Registration EMR / EHR Insurance Eligibility Verification at one place.

www.giftbasket.com is a website which allows users to order Giftbasket to their relatives or for their self.






"
vidish1@gmail.com,Jr. PHP Developer,FTE,Squad Technologies Pvt. Ltd.,,01/05/2012,01/06/2013,FALSE,"News site is a fully featured News CRM. - You will find latest news there. - This news site have different user roles for Normal user admin and author. - Team Size: 2. Corpshaala


Corpshaala is the next-gen AI platform for students colleges and employers to connect and explore opportunities from internships to jobs. - User can register himself. - Admin panel is there to track students/employees all the details and can modifications as per need. "
